Date,Open,High,Low,Close,Adj Close,Volume
2012-01-03,1274.3900146484375,1282.04599609375,1268.0219970703124,1278.78603515625,1278.78603515625,3776134000.0
2012-01-10,1290.0224914550781,1295.4749755859375,1282.3825073242188,1292.2874755859375,1292.2874755859375,3975585000.0
2012-01-17,1304.343994140625,1312.852001953125,1301.6679931640624,1309.518017578125,1309.518017578125,4051214000.0
2012-01-24,1318.210009765625,1322.7900146484376,1307.90400390625,1317.6960205078126,1317.6960205078126,4058586000.0
2012-01-31,1324.1499755859375,1334.1639892578125,1320.8879638671874,1330.25400390625,1330.25400390625,4169816000.0
2012-02-07,1347.1219970703125,1351.823974609375,1340.5820068359376,1348.6739990234375,1348.6739990234375,3908940000.0
2012-02-14,1350.6225280761719,1357.3975219726562,1345.0224914550781,1353.25,1353.25,3949095000.0
2012-02-21,1361.9039794921875,1367.1119873046875,1356.860009765625,1363.331982421875,1363.331982421875,3673922000.0
2012-02-28,1369.8679931640625,1374.2840087890625,1364.2460205078125,1369.1820068359375,1369.1820068359375,3738740000.0
2012-03-06,1359.2840087890625,1367.0,1353.74599609375,1360.7719970703124,1360.7719970703124,3607168000.0
2012-03-13,1393.7520263671875,1403.61201171875,1391.714013671875,1401.35,1401.35,4451384000.0
2012-03-20,1401.5780029296875,1407.197998046875,1394.206005859375,1402.96201171875,1402.96201171875,3611872000.0
2012-03-27,1409.2480224609376,1414.2920166015624,1401.3179931640625,1409.77001953125,1409.77001953125,3697468000.0
2012-04-03,1407.0774841308594,1407.7849731445312,1392.4674987792969,1398.1549682617188,1398.1549682617188,3633275000.0
2012-04-10,1373.56201171875,1382.6239990234376,1364.0719970703126,1370.9399658203124,1370.9399658203124,3839798000.0
2012-04-17,1380.183984375,1387.9860107421875,1371.7820068359374,1379.66201171875,1379.66201171875,3717508000.0
2012-04-24,1386.633984375,1395.785986328125,1383.50400390625,1392.781982421875,1392.781982421875,3774014000.0
2012-05-01,1393.19599609375,1397.8619873046875,1382.0519775390626,1387.6759765625,1387.6759765625,3830250000.0
2012-05-08,1359.39599609375,1363.272021484375,1346.1919921875,1353.6059814453124,1353.6059814453124,3967078000.0
2012-05-15,1318.947998046875,1328.3419921875,1309.15400390625,1314.306005859375,1314.306005859375,4271592000.0
2012-05-22,1317.9100036621094,1324.3849792480469,1307.8250122070312,1318.4974975585938,1318.4974975585938,3760585000.0
2012-05-29,1310.2800048828126,1315.668017578125,1294.510009765625,1302.4580078125,1302.4580078125,4042972000.0
2012-06-05,1304.0579833984375,1318.626025390625,1297.5900146484375,1310.0420166015624,1310.0420166015624,3792890000.0
2012-06-12,1323.9820068359375,1335.36201171875,1318.983984375,1331.156005859375,1331.156005859375,3659630000.0
2012-06-19,1343.8240234375,1351.2039794921875,1330.1760009765626,1337.583984375,1337.583984375,4075766000.0
2012-06-26,1331.7539794921875,1343.7360107421875,1326.0239990234375,1341.710009765625,1341.710009765625,3712270000.0
2012-07-03,1365.3049926757812,1367.6549987792969,1355.3075256347656,1362.1849975585938,1362.1849975585938,2701977500.0
2012-07-10,1345.3920166015625,1352.5580078125,1335.6500244140625,1345.6199951171875,1345.6199951171875,3325396000.0
2012-07-17,1365.8239990234374,1371.9719970703125,1354.9979736328125,1365.22802734375,1365.22802734375,3778974000.0
2012-07-24,1354.606005859375,1367.9139892578125,1348.066015625,1361.4980224609376,1361.4980224609376,3930166000.0
2012-07-31,1379.2419921875,1388.222021484375,1372.7320068359375,1380.97197265625,1380.97197265625,3865890000.0
2012-08-07,1401.27998046875,1405.8159912109375,1396.4659912109375,1403.2699951171876,1403.2699951171876,3058372000.0
2012-08-14,1409.5019775390624,1414.4079833984374,1406.6739990234375,1412.2520263671875,1412.2520263671875,2878012000.0
